Acceleration,Position,Velocity
1,-0.473021987,-0.000854436
1,-0.474254294,-0.001232308
1,-0.475855336,-0.001601041
1,-0.47681323,-0.000957894
1,-0.477120864,-0.000307635
0,-0.476775955,0.00034491
0,-0.475781062,0.000994892
0,-0.474143574,0.001637488
0,-0.471875641,0.002267933
0,-0.468994076,0.002881565
0,-0.466520218,0.002473859
0,-0.464472359,0.002047858
0,-0.462865627,0.001606732
0,-0.461711878,0.001153749
0,-0.461019619,0.00069226
0,-0.46079395,0.000225668
1,-0.461036536,-0.000242586
1,-0.461745589,-0.000709053
1,-0.462915884,-0.001170294
1,-0.46453879,-0.001622906
1,-0.466602332,-0.002063542
1,-0.468091267,-0.001488935
1,-0.468994588,-0.00090332
1,-0.46930561,-0.000311023
0,-0.469022034,0.000283577
0,-0.468145956,0.000876078
0,-0.466683859,0.001462097
0,-0.464646553,0.002037306
0,-0.462049087,0.002597466
0,-0.459910625,0.002138462
0,-0.458246923,0.001663702
0,-0.457070227,0.001176697
0,-0.456389188,0.000681039
0,-0.456208812,0.000180375
-1,-0.456530426,-0.000321613
-1,-0.457351665,-0.000821239
-1,-0.458666493,-0.001314828
1,-0.460465239,-0.001798746
1,-0.46273466,-0.002269422
1,-0.466458031,-0.00372337
1,-0.471607861,-0.00514983
1,-0.478146043,-0.006538183
1,-0.484024066,-0.005878023
1,-0.489198203,-0.005174136
1,-0.493629886,-0.004431683
1,-0.497286033,-0.003656147
1,-0.50013932,-0.002853288
1,-0.502168409,-0.002029088
1,-0.503358114,-0.001189705
1,-0.503699531,-0.000341417
0,-0.503190104,0.000509427
0,-0.501833646,0.001356458
0,-0.499640311,0.002193335
0,-0.496626509,0.003013801
0,-0.492814779,0.00381173
0,-0.489233601,0.003581178
0,-0.485909705,0.003323896
0,-0.482867875,0.00304183
0,-0.480130768,0.002737108
0,-0.477718747,0.002412021
0,-0.475649741,0.002069006
0,-0.473939114,0.001710627
0,-0.472599558,0.001339556
0,-0.471641006,0.000958552
0,-0.471070561,0.000570445
0,-0.470892449,0.000178112
1,-0.47110799,-0.00021554
1,-0.471715586,-0.000607596
1,-0.472710737,-0.000995151
1,-0.474086068,-0.00137533
1,-0.475831379,-0.001745312
1,-0.476933722,-0.001102342
1,-0.47738491,-0.000451188
0,-0.477181592,0.000203317
0,-0.47632528,0.000856312
0,-0.474822332,0.001502948
0,-0.472683902,0.002138429
0,-0.469925851,0.002758051
0,-0.46756861,0.002357241
0,-0.465629619,0.001938991
0,-0.464123209,0.00150641
0,-0.463060502,0.001062707
0,-0.46244934,0.000611162
0,-0.462294232,0.000155109
1,-0.462596319,-0.000302088
1,-0.463353376,-0.000757056
1,-0.464559817,-0.001206441
1,-0.466206738,-0.001646922
1,-0.468281977,-0.002075238
1,-0.46977019,-0.001488213
1,-0.470660364,-0.000890175
1,-0.47094591,-0.000285546
0,-0.470624713,0.000321198
0,-0.46969915,0.000925562
0,-0.468176076,0.001523075
0,-0.466066759,0.002109317
0,-0.463386793,0.002679966
0,-0.461155965,0.002230828
0,-0.459390724,0.001765241
0,-0.458104071,0.001286653
0,-0.457305474,0.000798597
0,-0.457000805,0.000304669
-1,-0.457192305,-0.0001915
-1,-0.457878565,-0.00068626
-1,-0.45905454,-0.001175975
1,-0.460711577,-0.001657037
1,-0.462837475,-0.002125898
1,-0.466416563,-0.003579088
1,-0.471422418,-0.005005855
1,-0.477817999,-0.006395581
1,-0.483555858,-0.005737859
1,-0.488593316,-0.005037459
1,-0.492892834,-0.004299517
1,-0.49642232,-0.003529486
1,-0.499155404,-0.002733084
1,-0.501071649,-0.001916245
1,-0.502156719,-0.00108507
1,-0.502402494,-0.000245775
0,-0.501807133,0.00059536
0,-0.500375094,0.00143204
0,-0.498117091,0.002258003
0,-0.495050015,0.003067076
0,-0.491196792,0.003853222
0,-0.487586202,0.00361059
0,-0.484245182,0.003341021
0,-0.481198628,0.003046554
0,-0.478469218,0.00272941
0,-0.476077247,0.002391971
0,-0.474040481,0.002036766
0,-0.472374035,0.001666446
0,-0.471090264,0.001283771
0,-0.47019868,0.000891584
0,-0.469705886,0.000492794
0,-0.46961553,9.03561E-05
1,-0.46992828,-0.000312751
1,-0.470641823,-0.000713542
1,-0.471750874,-0.001109051
1,-0.473247218,-0.001496344
1,-0.475119764,-0.001872546
1,-0.476354623,-0.001234858
1,-0.476942627,-0.000588004
0,-0.476879411,6.32159E-05
0,-0.476165444,0.000713967
0,-0.474806028,0.001359416
0,-0.472811252,0.001994776
0,-0.470195911,0.002615342
0,-0.46797938,0.002216531
0,-0.466178061,0.001801319
0,-0.464805271,0.00137279
0,-0.463871149,0.000934122
0,-0.463382592,0.000488558
0,-0.463343203,3.93886E-05
1,-0.463753274,-0.000410071
1,-0.464609779,-0.000856505
1,-0.465906396,-0.001296617
1,-0.467633548,-0.001727153
1,-0.469778471,-0.002144923
1,-0.471325294,-0.001546823
1,-0.472262564,-0.000937269
1,-0.472583334,-0.000320771
0,-0.472285229,0.000298105
0,-0.471370457,0.000914772
0,-0.469845797,0.00152466
0,-0.467722539,0.002123258
0,-0.465016393,0.002706146
0,-0.462747356,0.002269037
0,-0.460932175,0.001815182
0,-0.459584229,0.001347946
0,-0.458713446,0.000870782
0,-0.458326237,0.00038721
-1,-0.458425448,-9.92117E-05
-1,-0.459010352,-0.000584903
1,-0.460076642,-0.001066291
1,-0.461616471,-0.001539829
1,-0.463618493,-0.002002022
1,-0.467067943,-0.00344945
1,-0.471939345,-0.004871402
1,-0.476196643,-0.004257298
1,-0.47980826,-0.003611617
1,-0.482747363,-0.002939102
1,-0.484992084,-0.002244722
1,-0.486525709,-0.001533625
1,-0.487336809,-0.0008111
1,-0.487419338,-8.25286E-05
0,-0.48677268,0.000646658
0,-0.485401656,0.001371024
0,-0.483316484,0.002085172
0,-0.480532695,0.00278379
0,-0.477071003,0.003461692
0,-0.473957137,0.003113866
0,-0.471214209,0.002742928
0,-0.46886255,0.002351659
0,-0.46691957,0.00194298
0,-0.465399639,0.001519931
0,-0.464313987,0.001085652
0,-0.463670631,0.000643356
0,-0.463474318,0.000196313
1,-0.463726498,-0.00025218
1,-0.464425309,-0.000698811
1,-0.465565593,-0.001140285
1,-0.467138931,-0.001573338
1,-0.469133697,-0.001994765
1,-0.470535135,-0.001401438
1,-0.471332871,-0.000797737
1,-0.471520998,-0.000188127
0,-0.47109812,0.000422877
0,-0.470067372,0.001030748
0,-0.468436386,0.001630986
0,-0.466217232,0.002219154
0,-0.463426317,0.002790915
0,-0.461084249,0.002342068
0,-0.459208296,0.001875953
0,-0.457812273,0.001396022
0,-0.456906453,0.00090582
0,-0.456497494,0.000408959
-1,-0.456588403,-9.0909E-05
-1,-0.457178512,-0.000590108
-1,-0.458263482,-0.001084971
-1,-0.459835336,-0.001571854
1,-0.461882504,-0.002047168
1,-0.465389904,-0.0035074
1,-0.470331656,-0.004941751
1,-0.476671212,-0.006339557
1,-0.484361564,-0.007690352
1,-0.491345516,-0.006983952
1,-0.49757099,-0.006225474
1,-0.502991474,-0.005420484
1,-0.507566414,-0.00457494
1,-0.511261551,-0.003695137
1,-0.514049196,-0.002787645
1,-0.515908453,-0.001859257
1,-0.516825382,-0.000916929
0,-0.516793108,3.22739E-05
0,-0.515811873,0.000981235
0,-0.513889035,0.001922838
0,-0.511039009,0.002850026
0,-0.507283159,0.00375585
0,-0.503649628,0.003633531
0,-0.500165626,0.003484002
0,-0.496857227,0.003308398
0,-0.493749176,0.003108052
0,-0.490864697,0.002884479
0,-0.488225329,0.002639368
0,-0.485850765,0.002374564
0,-0.483758706,0.002092059
0,-0.481964736,0.001793969
0,-0.480482211,0.001482525
0,-0.479322159,0.001160052
0,-0.478493206,0.000828953
0,-0.478001513,0.000491693
0,-0.477850734,0.000150779
1,-0.478041989,-0.000191255
1,-0.478573857,-0.000531868
1,-0.479442387,-0.000868529
1,-0.480641122,-0.001198735
1,-0.482161148,-0.001520026
1,-0.482991156,-0.000830008
1,-0.483124969,-0.000133813
0,-0.48256159,0.000563379
0,-0.481305213,0.001256377
0,-0.479365187,0.001940026
0,-0.47675594,0.002609247
0,-0.47349686,0.003259081
0,-0.47061213,0.002884729
0,-0.468123129,0.002489001
0,-0.466048277,0.002074852
0,-0.464402913,0.001645364
0,-0.463199188,0.001203725
0,-0.462445985,0.000753203
0,-0.462148859,0.000297126
1,-0.462310002,-0.000161143
1,-0.462928225,-0.000618223
1,-0.463998969,-0.001070744
1,-0.465514333,-0.001515365
1,-0.46746313,-0.001948797
1,-0.468830957,-0.001367827
1,-0.469607696,-0.00077674
1,-0.469787601,-0.000179905
0,-0.469369338,0.000418262
0,-0.468356005,0.001013333
0,-0.466755099,0.001600907
0,-0.464578456,0.002176642
0,-0.461842157,0.002736299
0,-0.459566387,0.00227577
0,-0.457767912,0.001798475
0,-0.456459965,0.001307947
0,-0.455652162,0.000807803
0,-0.455350436,0.000301726
-1,-0.455557004,-0.000206568
-1,-0.456270349,-0.000713345
-1,-0.457485231,-0.001214882
-1,-0.459192719,-0.001707488
1,-0.461380253,-0.002187534
1,-0.465031721,-0.003651468
1,-0.470120186,-0.005088464
1,-0.476608021,-0.006487835
1,-0.484447121,-0.0078391
1,-0.491579183,-0.007132062
1,-0.497951023,-0.00637184
1,-0.503515032,-0.005564009
1,-0.508229578,-0.004714546
1,-0.512059351,-0.003829774
1,-0.514975654,-0.002916302
1,-0.516956622,-0.001980968
1,-0.517987403,-0.001030781
1,-0.518060268,-7.28645E-05
0,-0.517174669,0.000885599
0,-0.515337248,0.001837421
0,-0.512561783,0.002775466
0,-0.508869079,0.003692703
0,-0.504286813,0.004582267
0,-0.499849305,0.004437508
0,-0.495589768,0.004259537
0,-0.491540051,0.004049717
0,-0.487730403,0.003809647
0,-0.48418925,0.003541153
0,-0.480942981,0.00324627
0,-0.478015757,0.002927224
0,-0.475429341,0.002586416
0,-0.47320294,0.002226401
0,-0.47135307,0.00184987
0,-0.46989344,0.00145963
0,-0.468834859,0.00105858
0,-0.468185163,0.000649696
0,-0.467949157,0.000236006
1,-0.468128587,-0.00017943
1,-0.468722126,-0.000593539
1,-0.469725384,-0.001003257
1,-0.471130935,-0.001405551
1,-0.472928372,-0.001797437
1,-0.474104375,-0.001176003
1,-0.474650224,-0.000545849
0,-0.474561868,8.83552E-05
0,-0.473839965,0.000721904
0,-0.472489868,0.001350097
0,-0.470521588,0.00196828
0,-0.467949706,0.002571881
0,-0.465793257,0.002156449
0,-0.464068179,0.001725078
0,-0.462787211,0.001280968
0,-0.461959804,0.000827407
0,-0.461592059,0.000367745
1,-0.461686688,-9.46282E-05
1,-0.462242991,-0.000556304
1,-0.463256869,-0.001013878
1,-0.464720844,-0.001463974
1,-0.46662411,-0.001903266
1,-0.467952609,-0.001328499
1,-0.468696518,-0.000743909
1,-0.468850335,-0.000153817
0,-0.468412921,0.000437413
0,-0.467387514,0.001025408
0,-0.465781695,0.001605819
0,-0.463607334,0.002174361
0,-0.460880483,0.002726851
0,-0.458621249,0.002259234
0,-0.456846266,0.001774983
0,-0.455568587,0.001277679
0,-0.4547976,0.000770987
0,-0.454538966,0.000258634
-1,-0.454794583,-0.000255617
-1,-0.455562575,-0.000767992
-1,-0.456837302,-0.001274728
-1,-0.4586094,-0.001772098
1,-0.460865836,-0.002256436
1,-0.464589996,-0.003724161
1,-0.469754415,-0.005164418
1,-0.476320912,-0.006566497
1,-0.484240806,-0.007919894
1,-0.491455199,-0.007214393
1,-0.497910295,-0.006455096
1,-0.503557864,-0.005647569
1,-0.50835565,-0.004797786
1,-0.512267719,-0.003912069
1,-0.515264755,-0.002997036
1,-0.517324289,-0.002059534
1,-0.518430879,-0.00110659
1,-0.518576227,-0.000145348
0,-0.517759243,0.000816984
0,-0.515986053,0.00177319
0,-0.513269953,0.0027161
0,-0.509631307,0.003638646
0,-0.505097387,0.004533921
0,-0.500702155,0.004395231
0,-0.496478513,0.004223642
0,-0.492458049,0.004020464
0,-0.488670801,0.003787248
0,-0.485145034,0.003525768
0,-0.48190703,0.003238004
0,-0.4789809,0.00292613
0,-0.476388405,0.002592495
0,-0.474148806,0.002239599
0,-0.472278722,0.001870083
0,-0.47079202,0.001486702
0,-0.469699715,0.001092306
0,-0.469009893,0.000689822
0,-0.46872766,0.000282233
1,-0.468855104,-0.000127444
1,-0.469391283,-0.000536179
1,-0.470332228,-0.000940945
1,-0.471670974,-0.001338746
1,-0.473397606,-0.001726631
1,-0.474499324,-0.001101719
1,-0.474967958,-0.000468634
0,-0.474800031,0.000167927
0,-0.473996789,0.000803242
0,-0.47256419,0.001432599
0,-0.470512857,0.002051333
0,-0.467857987,0.00265487
0,-0.465619227,0.002238759
0,-0.463813125,0.001806102
0,-0.462453015,0.00136011
0,-0.461548931,0.000904084
0,-0.461107537,0.000441394
1,-0.461132088,-2.45502E-05
1,-0.461622401,-0.000490313
1,-0.462574863,-0.000952462
1,-0.463982452,-0.001407589
1,-0.465834784,-0.001852332
1,-0.467118181,-0.001283397
1,-0.467823158,-0.000704977
1,-0.467944503,-0.000121345
0,-0.467481318,0.000463185
0,-0.466437029,0.001044289
0,-0.464819355,0.001617674
0,-0.462640246,0.002179109
0,-0.459915781,0.002724465
0,-0.457666039,0.002249742
0,-0.455907574,0.001758465
0,-0.454653311,0.001254263
0,-0.453912459,0.000740851
0,-0.453690457,0.000222003
-1,-0.453988931,-0.000298475
-1,-0.454805693,-0.000816762
-1,-0.456134749,-0.001329055
-1,-0.457966337,-0.001831588
1,-0.460286994,-0.002320657
1,-0.46407964,-0.003792646
1,-0.469316311,-0.005236671
1,-0.475958303,-0.006641992
1,-0.483956384,-0.007998081
1,-0.491251082,-0.007294698
1,-0.497788007,-0.006536925
1,-0.50351832,-0.005730313
1,-0.508399145,-0.004880825
1,-0.512393928,-0.003994783
1,-0.515472731,-0.003078803
1,-0.517612474,-0.002139743
1,-0.518797112,-0.001184638
1,-0.51901776,-0.000220649
0,-0.518272766,0.000744995
0,-0.516567714,0.001705051
0,-0.513915392,0.002652322
0,-0.510335685,0.003579707
0,-0.505855425,0.00448026
0,-0.501508177,0.004347248
0,-0.497326487,0.00418169
0,-0.493341636,0.003984851
0,-0.489583401,0.003758234
0,-0.48607984,0.003503562
0,-0.482857076,0.003222763
0,-0.479939115,0.002917961
0,-0.477347666,0.002591449
0,-0.475101989,0.002245678
0,-0.473218755,0.001883233
0,-0.471711935,0.00150682
0,-0.470592697,0.001119239
0,-0.46986933,0.000723366
0,-0.469547192,0.000322138
1,-0.469628667,-8.14745E-05
1,-0.470113151,-0.000484484
1,-0.470997058,-0.000883907
1,-0.472273843,-0.001276785
1,-0.473934045,-0.001660202
1,-0.474965356,-0.001031311
1,-0.475360126,-0.000394769
0,-0.475115423,0.000244702
0,-0.474233065,0.000882358
0,-0.472719598,0.001513467
0,-0.470586245,0.002133353
0,-0.467848812,0.002737433
0,-0.465527557,0.002321255
0,-0.463639636,0.001887921
0,-0.462198988,0.001440648
0,-0.461216238,0.00098275
0,-0.460698631,0.000517607
0,-0.460649981,4.86505E-05
1,-0.461070645,-0.000420664
1,-0.461957525,-0.00088688
1,-0.463304084,-0.001346559
1,-0.465100391,-0.001796307
1,-0.467333187,-0.002232796
1,-0.468985974,-0.001652787
1,-0.470046527,-0.001060553
1,-0.470506997,-0.000460469
0,-0.470363973,0.000143024
0,-0.469618516,0.000745458
0,-0.468276143,0.001342373
0,-0.466346787,0.001929355
0,-0.463844714,0.002502074
0,-0.461788399,0.002056314
0,-0.46019301,0.001595389
0,-0.459070302,0.001122708
0,-0.458428541,0.000641762
0,-0.458272448,0.000156093
-1,-0.458603172,-0.000330724
-1,-0.459418281,-0.000815108
1,-0.460711774,-0.001293493
1,-0.462474127,-0.001762353
1,-0.46469235,-0.002218223
1,-0.468350075,-0.003657725
1,-0.473420271,-0.005070196
1,-0.477865386,-0.004445115
1,-0.481652426,-0.00378704
1,-0.484753234,-0.003100808
1,-0.487144725,-0.002391491
1,-0.488809076,-0.001664351
1,-0.489733877,-0.000924801
1,-0.489912228,-0.000178351
0,-0.489342798,0.00056943
0,-0.488029836,0.001312962
0,-0.485983135,0.002046701
0,-0.483217953,0.002765182
0,-0.479754887,0.003463066
0,-0.476619702,0.003135184
0,-0.473835696,0.002784007
0,-0.471423528,0.002412168
0,-0.469401078,0.00202245
0,-0.467783322,0.001617756
0,-0.466582229,0.001201093
0,-0.465806677,0.000775551
0,-0.465462399,0.000344279
1,-0.465551935,-8.95368E-05
1,-0.466074626,-0.000522691
1,-0.46702661,-0.000951984
1,-0.468400852,-0.001374241
1,-0.470187188,-0.001786336
1,-0.471372399,-0.001185211
1,-0.471947708,-0.000575308
0,-0.471908851,3.88569E-05
0,-0.471256116,0.000652734
0,-0.469994341,0.001261776
0,-0.468132868,0.001861473
0,-0.465685472,0.002447396
0,-0.463670244,0.002015228
0,-0.462102063,0.001568181
0,-0.460992495,0.001109568
0,-0.460349718,0.000642777
0,-0.460178468,0.00017125
1,-0.460480006,-0.000301538
1,-0.46125211,-0.000772105
1,-0.462489093,-0.001236983
1,-0.464181836,-0.001692743
1,-0.466317849,-0.002136013
1,-0.467881359,-0.001563509
1,-0.468860805,-0.000979447
1,-0.469248944,-0.000388139
0,-0.469042903,0.000206041
0,-0.468244206,0.000798696
0,-0.466858764,0.001385443
0,-0.464896819,0.001961945
0,-0.462372867,0.002523952
0,-0.460305531,0.002067336
0,-0.458710048,0.001595484
0,-0.457598162,0.001111886
0,-0.456978052,0.000620109
0,-0.456854279,0.000123774
-1,-0.45722775,-0.000373472
-1,-0.458095722,-0.000867972
-1,-0.459451811,-0.001356089
1,-0.461286038,-0.001834227
1,-0.463584893,-0.002298855
1,-0.467331425,-0.003746532
1,-0.47249796,-0.005166536
1,-0.479046253,-0.006548292
1,-0.484927695,-0.005881442
1,-0.49009852,-0.005170825
1,-0.494520174,-0.004421654
1,-0.498159642,-0.003639467
1,-0.500989717,-0.002830076
1,-0.502989231,-0.001999514
1,-0.504143218,-0.001153987
1,-0.504443038,-0.000299821
0,-0.503886448,0.00055659
0,-0.502477614,0.001408834
0,-0.500227083,0.002250531
0,-0.497151695,0.003075387
0,-0.493274453,0.003877242
0,-0.48962433,0.003650123
0,-0.486228574,0.003395756
0,-0.483112508,0.003116066
0,-0.480299342,0.002813165
0,-0.47781001,0.002489332
0,-0.475663015,0.002146995
0,-0.4738743,0.001788715
0,-0.472457137,0.001417163
0,-0.471422034,0.001035104
0,-0.470776659,0.000645374
0,-0.470525795,0.000250864
1,-0.470671298,-0.000145503
1,-0.471212092,-0.000540794
1,-0.47214417,-0.000932078
1,-0.473460627,-0.001316457
1,-0.475151704,-0.001691077
1,-0.476204856,-0.001053152
1,-0.476612266,-0.00040741
0,-0.476370909,0.000241357
0,-0.475482577,0.000888332
0,-0.473953865,0.001528712
0,-0.471796114,0.002157751
0,-0.469025322,0.002770793
0,-0.466662004,0.002363318
0,-0.464723639,0.001938365
0,-0.463224545,0.001499094
0,-0.462175785,0.001048759
0,-0.461585096,0.000590689
0,-0.461456831,0.000128265
1,-0.461791936,-0.000335105
1,-0.46258794,-0.000796004
1,-0.463838975,-0.001251035
1,-0.465535811,-0.001696836
1,-0.467665921,-0.00213011
1,-0.469213561,-0.00154764
1,-0.470167283,-0.000953722
1,-0.470520028,-0.000352744
0,-0.470269183,0.000250845
0,-0.469416605,0.000852577
0,-0.467968607,0.001447998
0,-0.465935901,0.002032706
0,-0.463333513,0.002602388
0,-0.461180656,0.002152857
0,-0.459493204,0.001687452
0,-0.458283585,0.001209619
0,-0.457560702,0.000722883
0,-0.457329871,0.000230831
-1,-0.457592788,-0.000262918
-1,-0.458347522,-0.000754734
-1,-0.459588521,-0.001240999
1,-0.461306652,-0.001718131
1,-0.463489259,-0.002182607
1,-0.467120248,-0.003630989
1,-0.472172802,-0.005052554
1,-0.478609522,-0.006436721
1,-0.484382639,-0.005773117
1,-0.489449198,-0.00506656
1,-0.493771432,-0.004322234
1,-0.497317072,-0.00354564
1,-0.500059621,-0.002742549
1,-0.501978567,-0.001918946
1,-0.503059551,-0.001080984
1,-0.503294481,-0.00023493
0,-0.5026816,0.000612881
0,-0.501225494,0.001456106
0,-0.498937062,0.002288432
0,-0.495833425,0.003103638
0,-0.491937786,0.003895638
0,-0.488279248,0.003658538
0,-0.484885112,0.003394137
0,-0.481780675,0.003104437
0,-0.478989052,0.002791623
0,-0.476531004,0.002458048
0,-0.474424793,0.002106211
0,-0.47268605,0.001738743
0,-0.47132767,0.00135838
0,-0.470359718,0.000967952
0,-0.469789364,0.000570354
0,-0.46962083,0.000168534
1,-0.469855363,-0.000234533
1,-0.470491228,-0.000635865
1,-0.471523716,-0.001032489
1,-0.472945181,-0.001421465
1,-0.474745088,-0.001799906
1,-0.475910086,-0.001164999
1,-0.476431531,-0.000521445
0,-0.476305551,0.00012598
0,-0.475533082,0.00077247
0,-0.474119857,0.001413225
0,-0.472076362,0.002043494
0,-0.469417749,0.002658613
0,-0.467163707,0.002254042
0,-0.465330909,0.001832798
0,-0.463932897,0.001398012
0,-0.462979994,0.000952903
0,-0.462479229,0.000500764
0,-0.462434297,4.4932E-05
1,-0.462845529,-0.000411232
1,-0.463709892,-0.000864363
1,-0.465021008,-0.001311117
1,-0.4667692,-0.001748192
1,-0.468941552,-0.002172352
1,-0.470521999,-0.001580447
1,-0.471498842,-0.000976843
1,-0.471864845,-0.000366003
0,-0.471617296,0.000247548
0,-0.470758031,0.000859265
0,-0.469293413,0.001464618
0,-0.467234287,0.002059127
0,-0.464595882,0.002638405
0,-0.462397692,0.00219819
0,-0.460655935,0.001741757
0,-0.45938345,0.001272486
0,-0.458589606,0.000793844
0,-0.458280245,0.00030936
-1,-0.458457645,-0.000177399
-1,-0.459120499,-0.000662854
1,-0.46026393,-0.001143431
1,-0.46187952,-0.00161559
1,-0.463955363,-0.002075844
1,-0.467476149,-0.003520786
1,-0.472415869,-0.00493972
1,-0.476737954,-0.004322085
1,-0.480410339,-0.003672385
1,-0.483405731,-0.002995392
1,-0.485701842,-0.00229611
1,-0.487281567,-0.001579725
1,-0.488133133,-0.000851566
1,-0.48825019,-0.000117057
0,-0.487631864,0.000618326
0,-0.486282767,0.001349097
0,-0.484212956,0.002069811
0,-0.481437852,0.002775104
0,-0.477978112,0.00345974
0,-0.47485946,0.003118652
0,-0.472105052,0.002754408
0,-0.469735313,0.00236974
0,-0.467767793,0.001967519
0,-0.466217051,0.001550742
0,-0.46509455,0.001122502
0,-0.464408581,0.000685969
0,-0.464164209,0.000244372
1,-0.464363238,-0.000199029
1,-0.465004199,-0.000640961
1,-0.46608236,-0.001078161
1,-0.467589756,-0.001507396
1,-0.469515246,-0.00192549
1,-0.470844586,-0.001329339
1,-0.471567932,-0.000723346
1,-0.471679926,-0.000111995
0,-0.47117974,0.000500186
